Law Id,State,Title,Text,Enacted Date,Amended Date,Recent?,Sequence Number,Type,Agency,Significant Update Date,Expired Date,Archived Date,Repealed Date,Topic,Technology Categories,Incentive Categories,Regulation Categories,User Categories,References,Status,Status Date
6228,HI,Alcohol Fuel Tax Exemption,"Alcohol fuel sold for consumption or use by the purchaser is
exempt from state excise tax. For the purpose of this exemption,
alcohol fuel is defined as neat biomass-derived alcohol liquid
fuel or a mixture of petroleum-derived fuel and alcohol fuel
consisting of at least 10% denatured biomass-derived alcohol that
is used to fuel a motor vehicle. A producer, wholesaler, or
retailer of alcohol fuels must pass any savings from this
exemption on to the consumer. This exemption expires June 30,
2009. (Reference Hawaii Revised Statutes ( http://www.capitol.hawaii.gov/ ) 237-27.1)",2007-06-26 00:00:00 UTC,,false,19,Laws and Regulations,"",,2009-06-30 00:00:00 UTC,,,"",ETH,TAX,FUEL,STATION|AFP|PURCH,http://www.capitol.hawaii.gov/,expired,2009-06-30
6243,TN,Agricultural Feedstock Processing Demonstration Loan Program,"The Tennessee Department of Economic and Community Development
will disperse loans of up to $500,000 for projects that increase
Tennessee farm income and production of alternative fuel
feedstock. Eligible facilities include those that process more
than 200,000 bushels each year.",,,false,25,State Incentives,"",,2009-01-01 00:00:00 UTC,,,"",BIOD|ETH|NG,LOANS,OTHER,AFP|OTHER,"",expired,2009-01-01
6248,CT,Biofuels Research Grants,"The Connecticut Department of Economic and Community Development
administers a fuel diversification grant program to provide funding to
Connecticut higher education or agricultural research institutions for
research to promote biofuel production from agricultural products,
algae, and waste grease, as well as biofuel quality testing. (Reference
[Connecticut General Statutes](http://www.cga.ct.gov/) 32-324g)
",,2009-07-09 00:00:00 UTC,false,27,State Incentives,"",,,2021-09-13 00:00:00 UTC,,"",BIOD|ETH,GNT,"",AFP|OTHER,http://www.cga.ct.gov/,archived,2021-09-13
6253,AL,Alternative Fuels Promotion and Information,"The Center for Alternative Fuels (Center) promotes alternative fuels as
viable energy sources in the state. The Center must assess the current
status and development of sources of alternative fuels, ensuring that
all alternative fuels sold in the state meet ASTM standards, and act as
an information center for alternative fuels and a clearinghouse for
available federal grant funding for alternative fuel development. The
Center may administer a grant program using income tax check-off program
funds from the Alabama Alternative Fuels and Research Development Fund.
For more information, refer to the [Center for Alternative
Fuels](http://agi.alabama.gov/divisions/executive/center-for-alternative-fuels)
website. (Reference Code of Alabama 2-2-90 and 2-2-91)
",2007-06-14 00:00:00 UTC,,false,40,Laws and Regulations,"",2017-06-28 20:48:03 UTC,,2017-06-01 00:00:00 UTC,,"",BIOD|ETH|ELEC|HY|NG|PHEV|LPG,"",OTHER,AFP|PURCH,http://alisondb.legislature.state.al.us/acas/ACASLogin.asp,archived,2017-06-01
6255,ME,Policy Recommendations for Biofuels Promotion,"The Maine Office of Energy Independence and Security issued a report,
[Liquid Biofuels Policy for Maine: A Report to the State
Legislature](https://digitalmaine.com/cgi/viewcontent.cgi?article=1019&context=energy_docs),
which recommended specific policy options aimed toward the promotion of
biofuels. The recommendations include the following: a) combine
existing, unfunded, alternative fuels funds into one Clean Fuel Fund; b)
study sustainability measures for biofuels; c) improve implementation of
existing policies related to alternative fuels; d) support research and
development; e) exempt alternative fuels from exclusivity contracts; f)
revise and reinstate an excise tax cut for biofuels; g) institute a
biodiesel purchasing requirement for the Maine Department of
Transportation; and h) pursue a regional renewable fuels standard and/or
low carbon fuel standard. The report includes suggestions for initial
implementation actions and next steps. (Reference [Legislative
Documents](http://legislature.maine.gov/) 1159, 1284, and 1347, 2007)
",2007-06-13 00:00:00 UTC,2010-01-01 00:00:00 UTC,false,50,Laws and Regulations,"",,,2012-06-01 00:00:00 UTC,,"",BIOD|ETH,"",OTHER,AFP|PURCH|FLEET,http://www.maine.gov/legis/,archived,2012-06-01
6261,SC,Biofuels Research and Development Tax Credit,"For taxable years through 2011, an income tax credit is available
for qualified research and development expenditures, which
include developing feedstocks and production processes for
cellulosic ethanol, and algae-derived and waste grease-derived
biodiesel. Qualified expenditures involving cellulosic ethanol
and algae-derived diesel are eligible for a 25% credit, and
qualified expenditures involving waste grease-derived biodiesel
are eligible for a 10% credit. Cellulosic ethanol is defined as
fuel derived from ligno-cellulosic materials, including wood
chips, corn stover, and switchgrass. (Reference South Carolina
Code of Laws ( http://www.scstatehouse.gov/code/statmast.php )
12-6-3631)",2007-06-21 00:00:00 UTC,2010-06-23 00:00:00 UTC,false,20,State Incentives,"",,2011-12-31 00:00:00 UTC,,,"",BIOD|ETH,TAX,"",OTHER,http://www.scstatehouse.gov/code/statmast.php,expired,2011-12-31
6262,SC,Biofuels Distribution Infrastructure Tax Credit,"A taxpayer that purchases, constructs, or installs, and places into
service a qualified commercial facility for distributing or dispensing
biofuels is eligible for an income tax credit of up to 25% of the
purchase, construction, and installation costs. Eligible infrastructure
includes pumps, storage tanks, and related equipment used exclusively
for distributing, dispensing, and storing biofuels. A qualified facility
must clearly label the equipment used to store or dispense the fuel as
being associated with biofuel. The credit must be taken in three equal
annual installments beginning with the taxable year in which the
facility is placed into service. Qualifying fuels include blends
containing at least 70% ethanol (E70) dispensed at the retail level for
use in motor vehicles, and pure ethanol or biodiesel fuel dispensed by a
distributor or facility that blends these non-petroleum liquids with
gasoline or diesel fuel for use in motor vehicles. (Reference [South
Carolina Code of Laws](http://www.scstatehouse.gov/code/statmast.php)
12-6-3620)
",2007-06-21 00:00:00 UTC,,false,30,State Incentives,"",2020-10-12 16:03:23 UTC,,2020-10-12 00:00:00 UTC,,"",BIOD|ETH,TAX,"",STATION,http://www.scstatehouse.gov/code/statmast.php,archived,2020-10-12
6263,SC,Biofuels Production Facility Tax Credit,"A taxpayer that constructs and places into service a commercial facility
for producing biofuel is eligible for a tax credit of up to 25% of the
cost of constructing or renovating a building and equipping the
facility. Production of biofuel includes intermediate steps such as
milling, crushing, and handling feedstock and the distillation and
manufacturing of the final product. The entire credit must be taken in
seven equal annual installments beginning with the taxable year in which
the facility is placed into service. Qualifying fuels include liquid
non-petroleum based fuel that can be placed in motor vehicle fuel tanks
and be used to operate on-road vehicles, including all forms of fuel
commonly or commercially known or sold as biodiesel and ethanol.
(Reference [South Carolina Code of
Laws](http://www.scstatehouse.gov/code/statmast.php) 12-6-3610)
",2006-06-23 00:00:00 UTC,,false,35,State Incentives,"",2020-10-12 16:04:33 UTC,,2020-10-12 00:00:00 UTC,,"",BIOD|ETH,TAX,"",AFP,http://www.scstatehouse.gov/code/statmast.php,archived,2020-10-12
6271,OR,Portland Biofuels Fueling Infrastructure Grants,"The Retail and Fleet Biofuels Infrastructure Grant provides
incentives of up to $10,000 to install or convert fueling
equipment at retail gasoline stations and fleet fueling sites to
B20 or higher biodiesel blends and E85 ethanol blends. Incentives
are available on a first-come, first-served basis to projects
that meet the grant's eligibility guidelines.",,,false,45,State Incentives,"",,2008-11-30 00:00:00 UTC,,,"",BIOD|ETH,GNT,"",STATION,"",expired,2008-11-30
6272,OR,Biofuels Use Tax Credit,"Oregon residents are eligible for an income tax credit of \$0.50 per
gallon of gasoline blended with at least 85% ethanol (E85) or diesel
blended with at least 99% biodiesel (B99) purchased for use in an
alternative fuel vehicle (AFV). Up to \$200 can be claimed each tax year
for each AFV that is registered in Oregon and owned or leased by the
resident. For the purpose of this tax credit, an AFV is a motor vehicle
that can operate using E85 or B99. The credit is available through
December 31, 2012. (Reference Oregon Revised Statutes 315.465)
",2007-07-03 00:00:00 UTC,,false,10,State Incentives,"",,2013-01-01 00:00:00 UTC,,,"",BIOD|ETH,TAX,"",PURCH|IND,http://www.leg.state.or.us/ors/home.htm,expired,2013-01-01
6280,NC,Biofuels Industry Development Grants,"The North Carolina Green Business Fund (Fund) provides grants to private
businesses with fewer than 100 employees, nonprofit organizations, local
governments, and state agencies to encourage the expansion of small and
medium sized businesses and to help grow a green economy. One of the
Fund\'s priority areas is the development of the biofuels industry in
the state. The North Carolina Department of Commerce may make grants
available to maximize development, production, distribution, retail
infrastructure, and consumer purchase of biofuels, including grants to
enhance biofuels workforce development. There are no currently open
grant solicitations (verified October 2012). (Reference [North Carolina
General Statutes](http://www.ncleg.net/gascripts/Statutes/Statutes.asp)
143B-437.4)
",,,false,23,State Incentives,"",,,2013-10-01 00:00:00 UTC,,"",BIOD|ETH,GNT,"",STATION|AFP|PURCH,http://www.ncleg.net/gascripts/Statutes/Statutes.asp,archived,2013-10-01
6282,NC,Provision for School Bus Emission Reduction Grants,"A pilot program will be established within the North Carolina
Department of Environment and Natural Resources to provide grants
towards the required 20% state funding match for the federal Safe
Accountable, Flexible, Efficient Transportation Equity Act - A
Legacy for Users (SAFETEA-LU), specifically for diesel school bus
retrofits or repowers that reduce particulate matter emissions.
Any repowering or replacement of existing diesel engines in
school buses must meet the U.S. Environmental Protection Agency
2007 Heavy-Duty Highway Diesel Standards. (Reference North
Carolina General Statutes ( http://www.ncleg.net/gascripts/Statutes/Statutes.asp )
143-215.107E, F, and H)",,,false,90,Laws and Regulations,"",,,2009-10-01 00:00:00 UTC,,"",BIOD|ETH|ELEC|HEV|HY|IR|NG|PHEV|LPG,GNT,"",MAN|FLEET,http://www.ncleg.net/gascripts/Statutes/Statutes.asp,archived,2009-10-01
6283,NC,Ethanol Fueling Infrastructure Requirement,"Ethanol blends between 10% (E10) and 85% (E85) for use in motor
vehicles may be dispensed from equipment that fully complies with
all requirements for dispensing E10, provided that the following
conditions are met: 1.) The dispensing equipment manufacturer has
documented that the equipment is compatible with all ethanol
blends; 2.) the manufacturer has, at a minimum, initiated the
process of applying to an independent testing laboratory to have
the equipment listed for use in dispensing ethanol blends; and
3.) the equipment clearly discloses the particular ethanol blend
that is being dispensed. This regulation expires on July 1, 2009.
(Reference Senate Bill ( http://www.ncleg.net/Legislation/Legislation.html ) 143-143.6)",,,false,55,Laws and Regulations,"",,2009-07-01 00:00:00 UTC,,,"",ETH,"",REGIS,STATION,http://www.ncleg.net/Legislation/Legislation.html,expired,2009-07-01
6287,NC,Alternative Fuel Vehicle (AFV) and Hybrid Electric Vehicle (HEV) Loans,"The [State Employees' Credit Union](https://www.ncsecu.org/) and the
[Local Government Federal Credit Union](https://www.lgfcu.org/) offer
green vehicle loans to purchase qualified new and used fuel-efficient
vehicles. Vehicles with a combined fuel economy rating of at least 28
miles per gallon, according to revised fuel economy ratings posted on
www.fueleconomy.gov, qualify. The loan interest rates are 0.5% lower
than traditional new or used vehicle loan rates.
",,,false,70,Utility / Private Incentives,"",,,2012-10-01 00:00:00 UTC,,"",BIOD|ETH|ELEC|HEV|HY|NG|PHEV|LPG,LOANS,"",FLEET|IND,"",archived,2012-10-01
6289,CO,Public Utility Definition,"Alternative fuel is defined as compressed natural gas, propane, ethanol,
or any mixture containing 85% or more ethanol (E85) with gasoline or
other fuels, electricity, or any other fuels, which may include clean
diesel and reformulated gasoline, so long as the Colorado Air Quality
Control Commission determines that these other fuels result in
comparable reductions in carbon monoxide emissions and brown cloud
pollutants. Alternative fuel does not include any fuel product that
contains or is treated with methyl tertiary butyl ether (MTBE).
(Reference [Colorado Revised
Statutes](http://www.lexisnexis.com/hottopics/Colorado/) 25-7-106.8)
",,,false,90,Laws and Regulations,"",,,,2020-09-14 00:00:00 UTC,"",BIOD|ETH|ELEC|HY|NG|PHEV|LPG,"",STD|UTILITY,STATION|AFP|PURCH,http://www.lexisnexis.com/hottopics/michie/,repealed,2020-09-14
6290,CO,Biofuels Research Grants,"The Colorado Office of Economic Development and International Trade
administers the Bioscience Discovery Evaluation Grant Program (BDEGP),
which provides grants to help research institutions commercialize
biofuels and other qualified bioscience technologies. BDEGP includes
three distinct grant programs: Proof of Concept, Early Stage Company,
and Commercialization Infrastructure. For the purpose of this program,
biofuel is defined as a biologically based fuel product developed from
plant matter or other biological material, including renewable
agricultural sources. Grant limits, matching funds, and other
eligibility requirements apply. As of January 1, 2015, the BDEGP is part
of the Advanced Industry Accelerator Program. On an interim basis, the
BDEGP will operate in its former format along with the Advanced Industry
Accelerator Program. For more information, see the BDEGP website.
(Reference [Colorado Revised
Statutes](http://www.lexisnexis.com/hottopics/Colorado/) 24-48.5-108)
",2007-05-03 00:00:00 UTC,2013-05-15 00:00:00 UTC,false,20,State Incentives,"",2015-07-08 15:15:29 UTC,,2015-06-01 00:00:00 UTC,,"",BIOD|ETH,GNT,"",OTHER,http://www.lexisnexis.com/hottopics/michie/,archived,2015-06-01
6291,CO,Clean Energy Development Authority,"The Colorado Clean Energy Development Authority may issue bonds to
finance projects that involve the production, transportation, and
storage of clean energy. Clean energy is defined as fuels that are
produced and energy that is derived from sources including but not
limited to the following: biodiesel; biomass resources, such as biogas,
agricultural or animal waste, landfill gas, and anaerobically digested
waste biomass; biomass resources that do not include energy generated by
use of fossil fuel; fuel cells that do not use fossil fuels; and
zero-emissions generation technology, including emission of carbon
dioxide, with long-term production potential. (Reference Colorado
Revised Statutes 40-9.7-101 through 110)
",2007-05-23 00:00:00 UTC,,false,70,Laws and Regulations,"",,,,2012-07-01 00:00:00 UTC,"",BIOD|ETH|HY,"",OTHER,STATION|PURCH,http://www.lexisnexis.com/hottopics/michie/,repealed,2012-07-01
6294,KY,Alternative Fuel Production Tax Incentives,"Through the Incentives for Energy Independence Act program, the Kentucky
Economic Development Finance Authority (KEDFA) provides tax incentives
to construct, retrofit, or upgrade an alternative fuel production or
gasification facility that uses coal or biomass as a feedstock. KEDFA
also provides tax incentives for energy-efficient alternative fuel
production facilities and for up to five alternative fuel production
facilities that use natural gas or natural gas liquids as a feedstock.
Energy-efficient alternative fuels are defined as homogeneous fuels that
are produced from processes designed to densify feedstocks such as coal,
waste coal, or biomass resources and have an energy content that is
greater than the feedstock. The incentives may consist of: 1) a refund
of up to 100% of the state sales tax paid on the purchase of personal
property used to construct, retrofit, or upgrade the facility; 2) a
credit of up to 100% of an approved company\'s state income tax and
limited liability entity tax that the project generates; 3) up to 4% of
the wage assessment of employees whose jobs were created as a result of
the construction, retrofit, upgrade, or operation of a qualified
facility; and 4) a credit for up to 80% of the severance tax paid for
coal, natural gas, or natural gas liquids used as a feedstock. KEDFA may
allow advance incentive disbursement to encourage the use of in-state
labor for facility construction.

The incentives expire at the time of receipt of the authorized amount or
25 years from activation of the project, whichever occurs first.
Approved companies may recover up to 50% of their capital investment via
the authorized tax incentives. The minimum capital investment for
incentive eligibility is \$25 million for an alternative fuel or
gasification facility that uses biomass as the primary feedstock; \$100
million for an alternative fuel or gasification facility that uses coal,
oil shale, or tar sands as the primary feedstock; \$25 million for an
energy-efficient alternative fuel facility; and \$1 million for a
facility that uses natural gas or natural gas liquids as the primary
feedstock.

To apply for the incentive, an eligible taxpayer must submit a \$1,000
non-refundable application fee and remit payment for any other fees in
connection with the project, including administrative, legal, and
consulting fees. For more information, see the [Kentucky Business
Incentives and Financial
Programs](http://www.thinkkentucky.com/Locating_Expanding/Financial_Incentives.aspx)
website. KEDFA will not accept applications after August 1, 2018.

(Reference [House
Bill](https://legislature.ky.gov/Legislation/Pages/default.aspx) 557,
2018, and [Kentucky Revised
Statutes](https://legislature.ky.gov/Law/Statutes/Pages/default.aspx)
154.27-010 to 154.27-090)
",2007-08-22 00:00:00 UTC,2018-04-26 00:00:00 UTC,false,20,State Incentives,"",2018-06-07 20:51:35 UTC,,2019-03-01 00:00:00 UTC,,"",BIOD|ETH,TAX,"",AFP,http://www.lrc.ky.gov/|http://www.lrc.ky.gov/,archived,2019-03-01
6296,KY,"Alternative Fuel Research, Development, and Promotion","The Kentucky New Energy Ventures (KNEV) program provides matching grants
and investments to companies for research, development, and
commercialization of alternative fuels and renewable energy. KNEV is
designed to: 1) grow Kentucky-based alternative fuel and renewable
energy companies to promote commonwealth-wide, innovation-driven
economic growth; 2) stimulate private investment in Kentucky-based
alternative fuel and renewable energy enterprises; 3) expand the
alternative fuel and renewable energy knowledge base, talent force, and
industry in Kentucky; 4) develop an alternative fuel and renewable
energy resource network to build the technical and business capacity of
entrepreneurs through informal and formal strategic support; and 5)
build commonwealth-wide awareness of the economic development
opportunities Kentucky's alternative fuel and renewable energy industry
offers. For the purposes of KNEV, alternative fuels include biodiesel,
ethanol, cellulosic ethanol, synthetic natural gas, fuels produced from
coal, waste coal, or extract oil from oil shale, and other fuels
produced from a renewable or sustainable source. Eligible companies must
be based in Kentucky, have 150 or fewer employees, and work to develop
or commercialize alternative fuel and renewable energy products,
processes, and services. For more information, including information on
the application process, see the [Kentucky Cabinet for Economic
Development's Business
Incentives](https://ced.ky.gov/Locating_Expanding/kybizince) webpage.

(Reference [Senate Bill 249](https://legislature.ky.gov/Legislation/Pages/default.aspx))",2007-08-22 00:00:00 UTC,,false,25,State Incentives,"",,2022-06-13 00:00:00 UTC,,,"",BIOD|ETH|NG|LPG,GNT,"",OTHER,https://legislature.ky.gov/Law/Statutes/Pages/default.aspx|https://legislature.ky.gov/Legislation/Pages/default.aspx,expired,2022-06-13
6297,KY,Vehicle Acquisition Priorities and Alternative Fuel Use Requirement,"The Kentucky Finance and Administration Cabinet (Cabinet) must develop a
strategy to replace at least 50% of commonwealth motor fleet light-duty
vehicles with energy-efficient vehicles including hybrid electric,
advanced lean burn, fuel cell, and alternative fuel vehicles. The
Cabinet must also develop a strategy to increase the use of ethanol
(including cellulosic ethanol), biodiesel, and other alternative fuels
in commonwealth motor vehicle fleets. The Cabinet must report the
life-cycle cost comparison of vehicles and targeted vehicle and fuel
usage amounts annually. (Reference Kentucky Revised Statutes 45A.625)
",2007-08-22 00:00:00 UTC,,false,55,Laws and Regulations,"",,,2017-03-01 00:00:00 UTC,,"",BIOD|ETH|ELEC|EFFEC|HEV|NG|PHEV|LPG,"",REQ,FLEET,http://lrc.ky.gov/krs/titles.htm,archived,2017-03-01
6300,WI,Regional Biofuels Promotion Plan,"Wisconsin joined Indiana, Iowa, Kansas, Michigan, Minnesota, Ohio, and
South Dakota in adopting the Energy Security and Climate Stewardship
Platform Plan (Platform), which establishes shared goals for the Midwest
region, including increased biofuels production and use. [Download Adobe
Reader](http://get.adobe.com/reader/). Specifically, the Platform sets
the following goals:

-   Produce commercially available cellulosic ethanol and other low
    carbon fuels in the region by 2012;
-   Increase E85 availability at retail fueling stations in the region
    to 15% of stations by 2015, 20% by 2020, and 33% of all fueling
    stations in the region by 2025;
-   Reduce the amount of fossil fuel that is used in the production of
    biofuels by 50% by 2025;
-   By 2025, at least 50% of all transportation fuels consumed in the
    Midwest will be from regionally produced biofuels and other low
    carbon transportation fuels.

The Platform also establishes a regional biofuels corridor program. The
program directs state transportation, agriculture, and regulatory
officials to develop a system of coordinated signage across the region
for biofuels and advanced transportation fuels and to collaborate to
create regional E85 corridors. The program requires standardized fuel
product coding at fueling stations as well as increased education for
retailers about converting existing fueling infrastructure to dispense
E85.
",2007-11-16 00:00:00 UTC,,false,60,Laws and Regulations,"",,,2012-01-01 00:00:00 UTC,,"",BIOD|ETH,"",CCEINIT,OTHER,"",archived,2012-01-01
6301,WI,State Biofuels Promotion,"The Wisconsin Office of Energy Independence (OEI) is responsible for
promoting Wisconsin's energy independence goals as well as the state's
biofuels industry. Specifically, OEI will ensure that 25% of Wisconsin's
transportation fuels are generated from renewable sources by 2025. In
addition, OEI serves as a single-point of contact for citizens,
businesses, local units of government, and non-governmental
organizations pursuing biofuels development, energy efficiency, and
energy independence. (Reference [Executive
Order](http://docs.legis.wisconsin.gov/code/executive_orders) 192, 2007,
and [Wisconsin Statutes](http://legis.wisconsin.gov/rsb/stats.html)
16.956)
",2007-04-05 00:00:00 UTC,,false,55,Laws and Regulations,"",,,2010-12-31 00:00:00 UTC,,"",BIOD|ETH,"",OTHER,OTHER,http://www.wisgov.state.wi.us/media_list.asp?catid=5&name=Executive%20Orders&locid=19|http://www.legis.state.wi.us/rsb/stats.html,archived,2010-12-31
6302,NY,Biofuel Production Tax Credit,"Biofuel producers in New York State may qualify for a tax credit of
\$0.15 per gallon of pure biodiesel (B100) or denatured ethanol
produced. To qualify, the production facility must produce, and make
available for sale, at least 40,000 gallons of biofuel per year. The
maximum annual credit available is \$2.5 million per taxpayer for no
more than four consecutive taxable years per production facility. If the
taxpayer is in a partnership or is a shareholder of a New York S
corporation, the maximum credit amount is applied at the entity level;
the aggregate credit allowed to all partners or shareholders may not
exceed \$2.5 million. Additional requirements may apply. This credit
expires December 31, 2019. (Reference [New York Tax
Law](http://public.leginfo.state.ny.us/lawssrch.cgi?NVLWO:) 28\*2 and
187-c)
",,,false,15,State Incentives,"",,,2019-12-31 00:00:00 UTC,,"",BIOD|ETH,TAX,"",AFP,http://public.leginfo.state.ny.us/menugetf.cgi?COMMONQUERY=LAWS,archived,2019-12-31
6303,NY,E85 Fueling Infrastructure Funding,"The New York State Energy Research and Development Authority (NYSERDA)
administers the Biofuel Station Initiative Program, which provides
funding to retail fueling stations offering E85 in the state. NYSERDA
provides a reimbursement of \$35,000 to cover new biofuel dispensing
installation costs, including equipment, storage tanks, and associated
piping equipment. NYSERDA accepts applications from public access retail
fueling station owners and operators in the state. Funding is limited,
does not cover facility permitting or engineering costs, and expires on
July 5, 2015. For more information, see the NYSERDA Biofuel Station
Initiative Program Opportunity Notice.
",2007-07-01 00:00:00 UTC,,false,25,State Incentives,"",,,2014-10-31 00:00:00 UTC,,"",BIOD|ETH,GNT,"",STATION,"",archived,2014-10-31
6310,SD,Regional Biofuels Promotion Plan,"South Dakota has joined Indiana, Iowa, Kansas, Michigan, Minnesota,
Ohio, and Wisconsin in adopting the Energy Security and Climate
Stewardship Platform Plan (Platform), which establishes shared goals for
the Midwest region, including increased biofuels production and use.
Specifically, the Platform sets the following goals:

-   Produce commercially available cellulosic ethanol and other low
    carbon fuels in the region by 2012;
-   Increase E85 availability at retail fueling stations in the region
    to 15% of stations by 2015, 20% by 2020, and 33% of all fueling
    stations in the region by 2025;
-   Reduce the amount of fossil fuel that is used in the production of
    biofuels by 50% by 2025; and
-   By 2025, at least 50% of all transportation fuels consumed in the
    Midwest will be from regionally produced biofuels and other low
    carbon transportation fuels.

The Platform also establishes a regional biofuels corridor program. The
program directs state transportation, agriculture, and regulatory
officials to develop a system of coordinated signage across the region
for biofuels and advanced transportation fuels and to collaborate to
create regional E85 corridors. The program requires standardized fuel
product coding at fueling stations as well as increased education for
retailers about converting existing fueling infrastructure to dispense
E85.
",2007-11-16 00:00:00 UTC,,false,40,Laws and Regulations,"",,,2012-01-01 00:00:00 UTC,,"",BIOD|ETH,"",CCEINIT,OTHER,"",archived,2012-01-01
6311,KS,Regional Biofuels Promotion Plan,"Kansas has joined Indiana, Iowa, Michigan, Minnesota, Ohio, South
Dakota, and Wisconsin in adopting the Energy Security and Climate
Stewardship Platform Plan (Platform), which establishes shared goals for
the Midwest region, including increased biofuels production and use.
Specifically, the Platform sets the following goals:

-   Produce commercially available cellulosic ethanol and other low
    carbon fuels in the region by 2012;
-   Increase E85 availability at retail fueling stations in the region
    to 15% of stations by 2015, 20% by 2020, and 33% of all fueling
    stations in the region by 2025;
-   Reduce the amount of fossil fuel that is used in the production of
    biofuels by 50% by 2025;
-   By 2025, at least 50% of all transportation fuels consumed in the
    Midwest will be from regionally produced biofuels and other low
    carbon transportation fuels.

The Platform also establishes a regional biofuels corridor program. The
program directs state transportation, agriculture, and regulatory
officials to develop a system of coordinated signage across the region
for biofuels and advanced transportation fuels and to collaborate to
create regional E85 corridors. The program requires standardized fuel
product coding at fueling stations as well as increased education for
retailers about converting existing fueling infrastructure to dispense
E85.
",2007-11-16 00:00:00 UTC,,false,70,Laws and Regulations,"",,,2012-01-01 00:00:00 UTC,,"",BIOD|ETH,"",CCEINIT,OTHER,"",archived,2012-01-01
6312,IA,Regional Biofuels Promotion Plan,"Iowa has joined Indiana, Kansas, Michigan, Minnesota, Ohio, South
Dakota, and Wisconsin in adopting the Energy Security and Climate
Stewardship Platform Plan (Platform), which establishes shared goals for
the Midwest region, including increased biofuels production and use.
Specifically, the Platform sets the following goals:

-   Produce commercially available cellulosic ethanol and other low
    carbon fuels in the region by 2012;
-   Increase E85 availability at retail fueling stations in the region
    to 15% of stations by 2015, 20% by 2020, and 33% of all fueling
    stations in the region by 2025;
-   Reduce the amount of fossil fuel that is used in the production of
    biofuels by 50% by 2025;
-   By 2025, at least 50% of all transportation fuels consumed in the
    Midwest will be from regionally produced biofuels and other low
    carbon transportation fuels.

The Platform also establishes a regional biofuels corridor program. The
program directs state transportation, agriculture, and regulatory
officials to develop a system of coordinated signage across the region
for biofuels and advanced transportation fuels and to collaborate to
create regional E85 corridors. The program requires standardized fuel
product coding at fueling stations as well as increased education for
retailers about converting existing fueling infrastructure to dispense
E85.
",2007-11-16 00:00:00 UTC,,false,80,Laws and Regulations,"",,,2012-01-01 00:00:00 UTC,,"",BIOD|ETH,"",CCEINIT,OTHER,"",archived,2012-01-01
6313,IN,Regional Biofuels Promotion Plan,"Indiana has joined Iowa, Kansas, Michigan, Minnesota, Ohio, South
Dakota, and Wisconsin in adopting the Energy Security and Climate
Stewardship Platform Plan (Platform) which establishes shared goals for
the Midwest region, including increased biofuels production and use.
Specifically, the Platform sets the following goals:

-   Produce commercially available cellulosic ethanol and other low
    carbon fuels in the region by 2012;
-   Increase E85 availability at retail fueling stations in the region
    to 15% of stations by 2015, 20% by 2020, and 33% of all fueling
    stations in the region by 2025;
-   Reduce the amount of fossil fuel that is used in the production of
    biofuels by 50% by 2025;
-   By 2025, at least 50% of all transportation fuels consumed in the
    Midwest will be from regionally produced biofuels and other low
    carbon transportation fuels.

The Platform also establishes a regional biofuels corridor program. The
program directs state transportation, agriculture, and regulatory
officials to develop a system of coordinated signage across the region
for biofuels and advanced transportation fuels and to collaborate to
create regional E85 corridors. The program requires standardized fuel
product coding at fueling stations as well as increased education for
retailers about converting existing fueling infrastructure to dispense
E85.
",2007-11-16 00:00:00 UTC,,false,85,Laws and Regulations,"",,,2012-01-01 00:00:00 UTC,,"",BIOD|ETH,"",CCEINIT,OTHER,"",archived,2012-01-01
6314,MN,Regional Biofuels Promotion Plan,"Minnesota has joined Indiana, Iowa, Kansas, Michigan, Ohio, South
Dakota, and Wisconsin in adopting the Energy Security and Climate
Stewardship Platform Plan (Platform), which establishes shared goals for
the Midwest region, including increased biofuels production and use. .
Specifically, the Platform sets the following goals:

-   Produce commercially available cellulosic ethanol and other low
    carbon fuels in the region by 2012;
-   Increase E85 availability at retail fueling stations in the region
    to 15% of stations by 2015, 20% by 2020, and 33% of all fueling
    stations in the region by 2025;
-   Reduce the amount of fossil fuel that is used in the production of
    biofuels by 50% by 2025;
-   By 2025, at least 50% of all transportation fuels consumed in the
    Midwest will be from regionally produced biofuels and other low
    carbon transportation fuels.

The Platform also establishes a regional biofuels corridor program. The
program directs state transportation, agriculture, and regulatory
officials to develop a system of coordinated signage across the region
for biofuels and advanced transportation fuels and to collaborate to
create regional E85 corridors. The program requires standardized fuel
product coding at fueling stations as well as increased education for
retailers about converting existing fueling infrastructure to dispense
E85.
",2007-11-16 00:00:00 UTC,,false,120,Laws and Regulations,"",,,2012-01-01 00:00:00 UTC,,"",BIOD|ETH,"",CCEINIT,OTHER,"",archived,2012-01-01
