"","X","state","year","e85","total_stations","enacted","incentives","tax_incentives","grant_incentives","other_incentives","regulations","eth.production","corn.production","corn.prices","state_abb","missing_eth","missing_corn_prod","missing_corn_prices"
"520",515,"New York",2014,83,1336,0,3,0,2,1,1,3490,100640000,4.11,"NY",0,0,0
"521",523,"New York",2015,85,1570,0,0,0,0,0,1,3465,84370000,4.01,"NY",0,0,0
"522",527,"New York",2016,79,1936,1,1,1,0,0,1,3801,73530000,3.9,"NY",0,0,0
"523",519,"New York",2017,72,2228,0,1,1,0,0,0,3687,78085000,4.07,"NY",0,0,0
"524",514,"New York",2018,72,2807,0,1,1,0,0,0,3308,97785000,4.16,"NY",0,0,0
"525",513,"New York",2019,71,4765,0,1,1,0,0,0,3519,86110000,4.2,"NY",0,0,0
"526",521,"New York",2020,75,6301,0,0,0,0,0,0,3504.66666666667,87326666.6666667,4.66898969072165,"NY",1,1,1
"527",525,"New York",2021,79,7834,0,0,0,0,0,0,3443.88888888889,90407222.2222222,4.66898969072165,"NY",1,1,1
"528",518,"New York",2022,79,9730,0,0,0,0,0,0,3489.18518518519,87947962.962963,4.66898969072165,"NY",1,1,1
"529",538,"North Carolina",2007,12,138,0,1,0,1,0,1,0,1.01e+08,4,"NC",0,0,0
"530",534,"North Carolina",2008,14,136,0,1,0,1,0,1,0,64740000,4.91,"NC",0,0,0
"531",536,"North Carolina",2009,19,227,1,2,0,1,1,1,0,93600000,3.9,"NC",0,0,0
"532",539,"North Carolina",2010,20,254,3,4,1,2,1,0,0,76440000,5.18,"NC",0,0,0
"533",541,"North Carolina",2011,23,109,0,4,1,2,1,0,0,68460000,7.04,"NC",0,0,0
"534",540,"North Carolina",2012,19,128,3,7,4,2,1,0,0,95940000,7.48,"NC",0,0,0
"535",530,"North Carolina",2013,20,182,1,6,4,2,0,1,0,122120000,4.96,"NC",0,0,0
"536",531,"North Carolina",2014,23,967,0,4,4,0,0,1,0,102960000,4.19,"NC",0,0,0
"537",542,"North Carolina",2015,26,1113,0,1,1,0,0,1,0,82490000,4.32,"NC",0,0,0
"538",543,"North Carolina",2016,58,1366,0,1,1,0,0,0,0,121260000,4.07,"NC",0,0,0
"539",529,"North Carolina",2017,79,1704,0,0,0,0,0,0,0,102236666.666667,4.66898969072165,"NC",1,1,1
"540",537,"North Carolina",2018,86,1818,0,0,0,0,0,0,0,101995555.555556,4.66898969072165,"NC",1,1,1
"541",532,"North Carolina",2019,89,2223,0,0,0,0,0,0,0,108497407.407407,4.66898969072165,"NC",1,1,1
"542",535,"North Carolina",2020,96,2597,0,0,0,0,0,0,0,104243209.876543,4.66898969072165,"NC",1,1,1
"543",533,"North Carolina",2021,100,3102,0,0,0,0,0,0,0,104912057.613169,4.66898969072165,"NC",1,1,1
"544",544,"North Carolina",2022,107,3353,1,1,0,1,0,0,0,105884224.965706,4.66898969072165,"NC",1,1,1
"545",558,"North Dakota",2007,23,41,0,1,1,0,0,1,3255,272600000,4.06,"ND",0,0,0
"546",550,"North Dakota",2008,30,46,1,1,1,0,0,2,3666,285200000,3.74,"ND",0,0,0
"547",560,"North Dakota",2009,30,59,1,1,0,1,0,1,6197,200100000,3.18,"ND",0,0,0
"548",556,"North Dakota",2010,55,85,0,1,0,1,0,1,7451,248160000,5.01,"ND",0,0,0
"549",545,"North Dakota",2011,82,480,0,1,0,1,0,1,7721,216300000,5.81,"ND",0,0,0
"550",547,"North Dakota",2012,84,780,0,1,0,1,0,1,7329,422120000,6.46,"ND",0,0,0
"551",552,"North Dakota",2013,81,995,0,1,0,1,0,0,7344,3.96e+08,3.91,"ND",0,0,0
"552",549,"North Dakota",2014,77,104,0,0,0,0,0,0,7464.66666666667,344806666.666667,4.66898969072165,"ND",1,1,1
"553",557,"North Dakota",2015,53,86,0,0,0,0,0,0,9004.55555555555,396592222.222222,4.66898969072165,"ND",1,1,1
"554",551,"North Dakota",2016,43,80,0,0,0,0,0,0,9558.07407407407,396789629.62963,4.66898969072165,"ND",1,1,1
"555",553,"North Dakota",2017,41,83,0,1,1,0,0,0,12205,448970000,3.04,"ND",0,0,0
"556",559,"North Dakota",2018,44,100,0,1,1,0,0,0,12242,448290000,3.32,"ND",0,0,0
"557",546,"North Dakota",2019,41,114,1,1,1,0,0,0,12407,410030000,3.07,"ND",0,0,0
"558",548,"North Dakota",2020,38,165,0,0,0,0,0,0,12284.6666666667,435763333.333333,4.66898969072165,"ND",1,1,1
"559",555,"North Dakota",2021,49,210,0,0,0,0,0,0,12311.2222222222,431361111.111111,4.66898969072165,"ND",1,1,1
"560",554,"North Dakota",2022,42,235,0,0,0,0,0,0,12334.2962962963,425718148.148148,4.66898969072165,"ND",1,1,1
"561",574,"Ohio",2007,47,155,0,2,1,1,0,0,42,541500000,4.29,"OH",0,0,0
"562",565,"Ohio",2008,64,162,3,4,2,1,1,1,7941,408720000,4.21,"OH",0,0,0
"563",573,"Ohio",2009,63,162,0,4,2,1,1,1,6256,536940000,3.55,"OH",0,0,0
"564",572,"Ohio",2010,67,169,0,4,2,1,1,1,9669,523200000,5.45,"OH",0,0,0
"565",570,"Ohio",2011,84,223,0,4,2,1,1,1,11205,489600000,6.44,"OH",0,0,0
"566",561,"Ohio",2012,88,355,0,2,1,1,0,1,10799,4.38e+08,7.09,"OH",0,0,0
"567",563,"Ohio",2013,97,385,1,3,1,2,0,0,11291,650760000,4.41,"OH",0,0,0
"568",566,"Ohio",2014,128,501,0,3,1,2,0,0,13313,612480000,3.78,"OH",0,0,0
"569",569,"Ohio",2015,136,674,0,2,0,2,0,0,13507,498780000,3.89,"OH",0,0,0
"570",575,"Ohio",2016,151,856,0,2,0,2,0,0,13978,524700000,3.61,"OH",0,0,0
"571",576,"Ohio",2017,164,1113,1,2,0,2,0,0,14573,557550000,3.61,"OH",0,0,0
"572",568,"Ohio",2018,165,1291,0,2,0,2,0,0,15131,617100000,3.74,"OH",0,0,0
"573",571,"Ohio",2019,180,1691,0,1,0,1,0,0,14934,421480000,3.91,"OH",0,0,0
"574",564,"Ohio",2020,193,2178,0,1,0,1,0,0,12725,564300000,4.69,"OH",0,0,0
"575",562,"Ohio",2021,213,2558,0,1,0,1,0,0,13988,644620000,5.92,"OH",0,0,0
"576",567,"Ohio",2022,209,3139,0,0,0,0,0,0,13882.3333333333,543466666.666667,4.66898969072165,"OH",1,1,1
"577",585,"Oklahoma",2007,4,131,1,1,1,0,0,2,0,39150000,4.07,"OK",0,0,0
"578",589,"Oklahoma",2008,6,127,1,1,1,0,0,3,0,35200000,4.46,"OK",0,0,0
"579",586,"Oklahoma",2009,11,123,2,2,1,0,1,4,0,33600000,3.71,"OK",0,0,0
"580",581,"Oklahoma",2010,13,126,0,1,0,0,1,4,0,43520000,4.66,"OK",0,0,0
"581",584,"Oklahoma",2011,15,140,0,1,0,0,1,3,0,17480000,6.22,"OK",0,0,0
"582",579,"Oklahoma",2012,27,203,0,1,0,0,1,2,0,32450000,7.04,"OK",0,0,0
"583",580,"Oklahoma",2013,27,307,3,3,1,0,2,2,0,44950000,5.09,"OK",0,0,0
"584",577,"Oklahoma",2014,25,321,0,2,1,0,1,2,0,42630000,4.11,"OK",0,0,0
"585",592,"Oklahoma",2015,31,362,0,1,0,0,1,2,0,36120000,3.93,"OK",0,0,0
"586",588,"Oklahoma",2016,29,407,0,1,0,0,1,2,0,42350000,3.39,"OK",0,0,0
"587",578,"Oklahoma",2017,32,431,0,1,0,0,1,1,0,38430000,3.59,"OK",0,0,0
"588",587,"Oklahoma",2018,52,481,0,0,0,0,0,1,0,36180000,3.86,"OK",0,0,0
"589",583,"Oklahoma",2019,56,617,0,0,0,0,0,0,0,38986666.6666667,4.66898969072165,"OK",1,1,1
"590",590,"Oklahoma",2020,69,1004,0,0,0,0,0,0,0,37865555.5555556,4.66898969072165,"OK",1,1,1
"591",591,"Oklahoma",2021,88,1411,0,0,0,0,0,0,0,37677407.4074074,4.66898969072165,"OK",1,1,1
"592",582,"Oklahoma",2022,95,1428,0,0,0,0,0,0,0,38176543.2098765,4.66898969072165,"OK",1,1,1
"593",608,"Oregon",2007,6,94,0,4,2,2,0,0,349,7e+06,4.36,"OR",0,0,0
"594",604,"Oregon",2008,8,102,3,7,5,2,0,0,1782,6435000,4.15,"OR",0,0,0
"595",596,"Oregon",2009,8,99,0,5,5,0,0,0,1380,6880000,4.12,"OR",0,0,0
"596",603,"Oregon",2010,8,112,0,5,5,0,0,0,855,7600000,5.94,"OR",0,0,0
"597",602,"Oregon",2011,9,392,1,6,5,0,1,0,832,10965000,6.95,"OR",0,0,0
"598",595,"Oregon",2012,8,855,1,4,3,0,1,0,802,10660000,6.96,"OR",0,0,0
"599",594,"Oregon",2013,8,995,0,4,3,0,1,0,882,6768000,5.44,"OR",0,0,0
"600",598,"Oregon",2014,7,1071,1,4,2,0,2,0,1040,7410000,4.45,"OR",0,0,0
"601",606,"Oregon",2015,8,1205,0,3,2,0,1,0,947,5640000,4,"OR",0,0,0
"602",605,"Oregon",2016,10,1416,0,3,2,0,1,0,904,8970000,4.25,"OR",0,0,0
"603",599,"Oregon",2017,10,1518,0,3,2,0,1,0,970,9328000,3.78,"OR",0,0,0
"604",600,"Oregon",2018,10,1698,0,0,0,0,0,0,940.333333333333,7979333.33333333,4.66898969072165,"OR",1,1,1
"605",601,"Oregon",2019,9,2024,0,0,0,0,0,0,938.111111111111,8759111.11111111,4.66898969072165,"OR",1,1,1
"606",597,"Oregon",2020,4,2227,0,0,0,0,0,0,949.481481481482,8688814.81481482,4.66898969072165,"OR",1,1,1
"607",607,"Oregon",2021,4,2541,0,0,0,0,0,0,942.641975308642,8475753.08641975,4.66898969072165,"OR",1,1,1
"608",593,"Oregon",2022,5,2572,0,0,0,0,0,0,943.411522633745,8641226.33744856,4.66898969072165,"OR",1,1,1
"609",619,"Pennsylvania",2007,12,150,2,0,0,0,0,2,0,121520000,4.56,"PA",0,0,0
"610",621,"Pennsylvania",2008,19,114,0,0,0,0,0,2,0,117040000,4.16,"PA",0,0,0
"611",614,"Pennsylvania",2009,26,127,2,1,1,0,0,3,0,130640000,3.84,"PA",0,0,0
"612",622,"Pennsylvania",2010,37,140,1,2,1,1,0,3,2339,116480000,6.12,"PA",0,0,0
"613",620,"Pennsylvania",2011,35,176,0,2,1,1,0,1,2055,106560000,7.05,"PA",0,0,0
"614",623,"Pennsylvania",2012,32,368,0,2,1,1,0,1,2076,1.31e+08,7.21,"PA",0,0,0
"615",615,"Pennsylvania",2013,33,429,1,2,0,2,0,0,2523,159140000,4.47,"PA",0,0,0
"616",612,"Pennsylvania",2014,33,542,0,1,0,1,0,0,2341,158620000,3.9,"PA",0,0,0
"617",611,"Pennsylvania",2015,37,699,0,1,0,1,0,0,2283,138180000,3.97,"PA",0,0,0
"618",610,"Pennsylvania",2016,41,897,0,1,0,1,0,0,2474,122550000,4.04,"PA",0,0,0
"619",609,"Pennsylvania",2017,75,1044,0,0,0,0,0,0,2366,139783333.333333,4.66898969072165,"PA",1,1,1
"620",618,"Pennsylvania",2018,123,1297,0,0,0,0,0,0,2374.33333333333,133504444.444444,4.66898969072165,"PA",1,1,1
"621",613,"Pennsylvania",2019,125,1803,0,0,0,0,0,0,2404.77777777778,131945925.925926,4.66898969072165,"PA",1,1,1
"622",617,"Pennsylvania",2020,143,2378,0,0,0,0,0,0,2381.7037037037,135077901.234568,4.66898969072165,"PA",1,1,1
"623",616,"Pennsylvania",2021,146,2993,0,0,0,0,0,0,2386.93827160494,133509423.868313,4.66898969072165,"PA",1,1,1
"624",624,"Pennsylvania",2022,172,3594,0,0,0,0,0,0,2391.13991769547,133511083.676269,4.66898969072165,"PA",1,1,1
"625",633,"Rhode Island",2007,0,13,0,3,2,0,1,0,0,0,4.66898969072165,"RI",0,1,1
"626",625,"Rhode Island",2008,0,15,0,2,1,0,1,0,0,0,4.66898969072165,"RI",0,1,1
"627",638,"Rhode Island",2009,0,12,0,1,0,0,1,0,0,0,4.66898969072165,"RI",0,1,1
"628",629,"Rhode Island",2010,0,13,0,0,0,0,0,0,0,0,4.66898969072165,"RI",1,1,1
"629",636,"Rhode Island",2011,0,18,1,0,0,0,0,1,0,0,4.66898969072165,"RI",0,1,1
"630",635,"Rhode Island",2012,0,55,0,0,0,0,0,1,0,0,4.66898969072165,"RI",0,1,1
"631",639,"Rhode Island",2013,1,163,0,0,0,0,0,1,0,0,4.66898969072165,"RI",0,1,1
"632",634,"Rhode Island",2014,0,166,0,0,0,0,0,1,0,0,4.66898969072165,"RI",0,1,1
"633",632,"Rhode Island",2015,0,197,1,0,0,0,0,2,0,0,4.66898969072165,"RI",0,1,1
"634",627,"Rhode Island",2016,0,222,0,0,0,0,0,1,0,0,4.66898969072165,"RI",0,1,1
"635",640,"Rhode Island",2017,0,232,0,0,0,0,0,1,0,0,4.66898969072165,"RI",0,1,1
"636",637,"Rhode Island",2018,0,263,0,0,0,0,0,0,0,0,4.66898969072165,"RI",1,1,1
"637",628,"Rhode Island",2019,0,420,0,0,0,0,0,0,0,0,4.66898969072165,"RI",1,1,1
"638",630,"Rhode Island",2020,0,562,0,0,0,0,0,0,0,0,4.66898969072165,"RI",1,1,1
"639",631,"Rhode Island",2021,0,637,0,0,0,0,0,0,0,0,4.66898969072165,"RI",1,1,1
"640",626,"Rhode Island",2022,0,781,0,0,0,0,0,0,0,0,4.66898969072165,"RI",1,1,1
"641",649,"South Carolina",2007,55,159,4,5,4,0,1,1,0,35890000,3.88,"SC",0,0,0
"642",642,"South Carolina",2008,72,169,0,5,4,0,1,1,0,19845000,4.59,"SC",0,0,0
"643",650,"South Carolina",2009,87,142,0,5,4,0,1,1,0,35520000,3.86,"SC",0,0,0
"644",644,"South Carolina",2010,101,165,0,5,4,0,1,1,0,28140000,5.49,"SC",0,0,0
"645",646,"South Carolina",2011,100,246,0,5,4,0,1,1,0,21450000,6.6,"SC",0,0,0
"646",641,"South Carolina",2012,84,370,0,3,2,0,1,1,0,37820000,7.5,"SC",0,0,0
"647",652,"South Carolina",2013,82,417,0,2,2,0,0,1,0,43215000,4.67,"SC",0,0,0
"648",653,"South Carolina",2014,71,416,1,2,2,0,0,2,0,32760000,3.9,"SC",0,0,0
"649",654,"South Carolina",2015,68,493,1,3,2,0,1,1,0,24180000,4.06,"SC",0,0,0
"650",655,"South Carolina",2016,67,535,0,2,2,0,0,1,0,44450000,3.69,"SC",0,0,0
"651",648,"South Carolina",2017,64,642,0,2,2,0,0,1,0,44200000,4.4,"SC",0,0,0
"652",656,"South Carolina",2018,66,706,0,2,2,0,0,0,0,39370000,4.5,"SC",0,0,0
"653",647,"South Carolina",2019,53,803,0,2,2,0,0,0,0,37100000,4.64,"SC",0,0,0
"654",643,"South Carolina",2020,49,878,0,2,2,0,0,0,0,48840000,4.36,"SC",0,0,0
"655",651,"South Carolina",2021,46,999,0,0,0,0,0,0,0,41770000,4.66898969072165,"SC",1,1,1
"656",645,"South Carolina",2022,60,1137,0,0,0,0,0,0,0,42570000,4.66898969072165,"SC",1,1,1
"657",662,"South Dakota",2007,59,76,1,0,0,0,0,1,14163,542080000,4.17,"SD",0,0,0
"658",667,"South Dakota",2008,78,94,2,0,0,0,0,3,18995,585200000,3.78,"SD",0,0,0
"659",661,"South Dakota",2009,78,96,1,0,0,0,0,4,22218,706680000,3.23,"SD",0,0,0
"660",658,"South Dakota",2010,101,121,2,1,0,1,0,5,24545,569700000,5.09,"SD",0,0,0
"661",657,"South Dakota",2011,102,120,0,0,0,0,0,5,24250,653400000,6.03,"SD",0,0,0
"662",666,"South Dakota",2012,100,128,2,2,1,1,0,4,23403,535300000,6.72,"SD",0,0,0
"663",672,"South Dakota",2013,87,119,0,2,1,1,0,1,24398,802820000,4.05,"SD",0,0,0
"664",664,"South Dakota",2014,82,134,0,2,1,1,0,0,24945,787360000,3.34,"SD",0,0,0
"665",671,"South Dakota",2015,80,129,0,2,1,1,0,0,26658,799770000,3.3,"SD",0,0,0
"666",670,"South Dakota",2016,75,145,0,2,1,1,0,0,27026,825930000,3.09,"SD",0,0,0
"667",668,"South Dakota",2017,77,152,0,2,1,1,0,0,28199,736600000,3.09,"SD",0,0,0
"668",663,"South Dakota",2018,77,181,0,2,1,1,0,0,28987,777600000,3.38,"SD",0,0,0
"669",669,"South Dakota",2019,83,233,0,2,1,1,0,0,28809,557280000,3.32,"SD",0,0,0
"670",659,"South Dakota",2020,80,236,0,2,1,1,0,0,27664,720900000,4.37,"SD",0,0,0
"671",665,"South Dakota",2021,83,260,0,2,1,1,0,0,31042,734320000,6.11,"SD",0,0,0
"672",660,"South Dakota",2022,81,275,0,2,1,1,0,0,29171.6666666667,670833333.333333,4.66898969072165,"SD",1,1,1
"673",679,"Tennessee",2007,11,118,0,1,0,0,1,2,1605,83740000,3.8,"TN",0,0,0
"674",682,"Tennessee",2008,25,104,4,2,0,1,1,5,1962,74340000,4.53,"TN",0,0,0
"675",686,"Tennessee",2009,29,114,0,2,0,1,1,5,4072,87320000,3.65,"TN",0,0,0
"676",684,"Tennessee",2010,39,170,0,1,0,1,0,4,4119,74880000,4.74,"TN",0,0,0
"677",680,"Tennessee",2011,44,294,0,1,0,1,0,3,4385,96285000,6.56,"TN",0,0,0
"678",683,"Tennessee",2012,43,908,0,1,0,1,0,3,4001,81600000,7.28,"TN",0,0,0
"679",688,"Tennessee",2013,52,1073,0,0,0,0,0,2,4157,126360000,4.87,"TN",0,0,0
"680",685,"Tennessee",2014,66,1138,1,1,0,1,0,2,4184,141120000,3.81,"TN",0,0,0
"681",687,"Tennessee",2015,69,1086,0,1,0,1,0,2,4145,116800000,3.92,"TN",0,0,0
"682",678,"Tennessee",2016,79,1216,0,1,0,1,0,0,4429,125330000,3.66,"TN",0,0,0
"683",681,"Tennessee",2017,81,1271,0,1,0,1,0,0,4455,121410000,3.55,"TN",0,0,0
"684",673,"Tennessee",2018,78,1343,0,1,0,1,0,0,4376,112560000,3.76,"TN",0,0,0
"685",675,"Tennessee",2019,73,1381,0,0,0,0,0,0,4420,119766666.666667,4.66898969072165,"TN",1,1,1
"686",674,"Tennessee",2020,89,1525,0,0,0,0,0,0,4417,117912222.222222,4.66898969072165,"TN",1,1,1
"687",676,"Tennessee",2021,95,1830,0,0,0,0,0,0,4404.33333333333,116746296.296296,4.66898969072165,"TN",1,1,1
"688",677,"Tennessee",2022,92,1848,0,0,0,0,0,0,4413.77777777778,118141728.395062,4.66898969072165,"TN",1,1,1
"689",693,"Texas",2007,33,635,0,1,0,1,0,0,0,291560000,4.35,"TX",0,0,0
"690",692,"Texas",2008,35,593,1,2,0,2,0,0,4495,239540000,4.82,"TX",0,0,0
"691",691,"Texas",2009,41,629,2,2,0,2,0,1,3985,243040000,4.01,"TX",0,0,0
"692",700,"Texas",2010,48,646,1,2,0,1,1,1,4984,299520000,4.67,"TX",0,0,0
"693",697,"Texas",2011,58,992,0,2,0,1,1,1,5722,133770000,6.61,"TX",0,0,0
"694",698,"Texas",2012,80,1940,0,2,0,1,1,1,6737,199950000,7.12,"TX",0,0,0
"695",689,"Texas",2013,81,2231,0,1,0,0,1,1,4987,265200000,5.14,"TX",0,0,0
"696",701,"Texas",2014,136,2541,0,1,0,0,1,1,7308,294520000,4.42,"TX",0,0,0
"697",702,"Texas",2015,197,2864,0,0,0,0,0,1,8241,265950000,4.2,"TX",0,0,0
"698",696,"Texas",2016,193,3290,0,0,0,0,0,1,8500,323850000,3.71,"TX",0,0,0
"699",690,"Texas",2017,215,3573,0,0,0,0,0,1,8663,313600000,3.7,"TX",0,0,0
"700",703,"Texas",2018,220,3968,0,0,0,0,0,1,8266,1.89e+08,4.13,"TX",0,0,0
"701",699,"Texas",2019,232,4847,0,0,0,0,0,0,7492.66666666667,244760000,4.66898969072165,"TX",1,1,1
"702",694,"Texas",2020,241,5624,1,1,0,1,0,0,5549,231680000,4.52,"TX",0,0,0
"703",704,"Texas",2021,269,6278,0,1,0,1,0,0,6974,236800000,6.18,"TX",0,0,0
"704",695,"Texas",2022,257,7047,0,1,0,1,0,0,6671.88888888889,237746666.666667,4.66898969072165,"TX",1,1,1
"705",707,"Utah",2007,4,93,0,0,0,0,0,0,0,3845333.33333333,4.66898969072165,"UT",1,1,1
"706",715,"Utah",2008,5,95,0,0,0,0,0,0,0,3543888.88888889,4.66898969072165,"UT",1,1,1
"707",719,"Utah",2009,5,92,0,0,0,0,0,0,0,3744851.85185185,4.66898969072165,"UT",1,1,1
"708",708,"Utah",2010,5,109,0,0,0,0,0,0,0,3711358.02469136,4.66898969072165,"UT",1,1,1
"709",706,"Utah",2011,4,124,0,0,0,0,0,0,0,3767181.06995885,4.66898969072165,"UT",1,1,1
"710",711,"Utah",2012,4,191,0,0,0,0,0,0,0,3774624.14266118,4.66898969072165,"UT",1,1,1
"711",705,"Utah",2013,3,200,0,0,0,0,0,0,0,3845333.33333333,4.66898969072165,"UT",1,1,1
"712",717,"Utah",2014,3,270,0,0,0,0,0,0,0,3953777.77777778,4.66898969072165,"UT",1,1,1
"713",710,"Utah",2015,3,417,1,0,0,0,0,1,0,2941000,4.68,"UT",0,0,0
"714",709,"Utah",2016,1,446,0,0,0,0,0,1,0,5075000,3.87,"UT",0,0,0
"715",712,"Utah",2017,1,521,0,0,0,0,0,1,0,3520000,3.96,"UT",0,0,0
"716",714,"Utah",2018,2,662,0,0,0,0,0,1,0,4004000,4.31,"UT",0,0,0
"717",718,"Utah",2019,2,1044,0,0,0,0,0,1,0,3718000,4.3,"UT",0,0,0
"718",716,"Utah",2020,2,1710,0,0,0,0,0,0,0,3747333.33333333,4.66898969072165,"UT",1,1,1
"719",713,"Utah",2021,1,2059,0,0,0,0,0,0,0,3823111.11111111,4.66898969072165,"UT",1,1,1
"720",720,"Utah",2022,1,1938,0,0,0,0,0,0,0,3762814.81481481,4.66898969072165,"UT",1,1,1
"721",731,"Vermont",2007,0,15,0,0,0,0,0,0,0,0,4.66898969072165,"VT",1,1,1
"722",725,"Vermont",2008,0,11,0,0,0,0,0,0,0,0,4.66898969072165,"VT",1,1,1
"723",723,"Vermont",2009,0,10,1,0,0,0,0,1,0,0,4.66898969072165,"VT",0,1,1
"724",728,"Vermont",2010,0,13,0,0,0,0,0,1,0,0,4.66898969072165,"VT",0,1,1
"725",726,"Vermont",2011,15,185,1,0,0,0,0,2,0,0,4.66898969072165,"VT",0,1,1
"726",727,"Vermont",2012,18,408,1,0,0,0,0,3,0,0,4.66898969072165,"VT",0,1,1
"727",735,"Vermont",2013,19,480,1,1,1,0,0,2,0,0,4.66898969072165,"VT",0,1,1
"728",721,"Vermont",2014,1,129,0,1,1,0,0,2,0,0,4.66898969072165,"VT",0,1,1
"729",729,"Vermont",2015,1,285,1,1,1,0,0,2,0,0,4.66898969072165,"VT",0,1,1
"730",730,"Vermont",2016,1,398,0,1,1,0,0,1,0,0,4.66898969072165,"VT",0,1,1
"731",722,"Vermont",2017,0,442,1,1,1,0,0,2,0,0,4.66898969072165,"VT",0,1,1
"732",733,"Vermont",2018,0,542,0,0,0,0,0,2,0,0,4.66898969072165,"VT",0,1,1
"733",734,"Vermont",2019,0,670,0,0,0,0,0,2,0,0,4.66898969072165,"VT",0,1,1
"734",724,"Vermont",2020,0,803,0,0,0,0,0,1,0,0,4.66898969072165,"VT",0,1,1
"735",736,"Vermont",2021,0,877,0,0,0,0,0,0,0,0,4.66898969072165,"VT",1,1,1
"736",732,"Vermont",2022,0,901,0,0,0,0,0,0,0,0,4.66898969072165,"VT",1,1,1
"737",747,"Virginia",2007,5,54,0,1,0,0,1,0,0,34830000,4.39,"VA",0,0,0
"738",744,"Virginia",2008,6,57,0,1,0,0,1,0,0,36720000,4.51,"VA",0,0,0
"739",745,"Virginia",2009,9,79,0,1,0,0,1,0,0,43230000,3.66,"VA",0,0,0
"740",752,"Virginia",2010,11,78,2,1,0,0,1,2,0,20770000,5.54,"VA",0,0,0
"741",738,"Virginia",2011,0,18,1,2,1,0,1,2,0,40120000,6.58,"VA",0,0,0
"742",751,"Virginia",2012,1,37,1,2,1,0,1,3,0,36050000,7.3,"VA",0,0,0
"743",741,"Virginia",2013,1,60,0,2,1,0,1,3,0,55440000,4.8,"VA",0,0,0
"744",742,"Virginia",2014,17,719,0,2,1,0,1,1,897,50750000,3.9,"VA",0,0,0
"745",749,"Virginia",2015,18,892,0,0,0,0,0,0,299,47413333.3333333,4.66898969072165,"VA",1,1,1
"746",739,"Virginia",2016,22,1139,0,0,0,0,0,0,398.666666666667,51201111.1111111,4.66898969072165,"VA",1,1,1
"747",748,"Virginia",2017,31,1261,0,0,0,0,0,0,531.555555555556,49788148.1481481,4.66898969072165,"VA",1,1,1
"748",750,"Virginia",2018,47,1613,0,0,0,0,0,0,409.740740740741,49467530.8641975,4.66898969072165,"VA",1,1,1
"749",740,"Virginia",2019,58,2238,0,0,0,0,0,0,446.654320987654,50152263.3744856,4.66898969072165,"VA",1,1,1
"750",743,"Virginia",2020,61,2683,0,0,0,0,0,0,462.650205761317,49802647.4622771,4.66898969072165,"VA",1,1,1
"751",746,"Virginia",2021,64,3482,0,0,0,0,0,0,439.681755829904,49807480.5669867,4.66898969072165,"VA",1,1,1
"752",737,"Virginia",2022,72,3839,0,0,0,0,0,0,449.662094192958,49920797.1345831,4.66898969072165,"VA",1,1,1
"753",766,"Washington",2007,7,112,2,2,1,0,1,1,0,24150000,4.5,"WA",0,0,0
"754",753,"Washington",2008,14,123,1,2,1,0,1,2,0,18450000,4.56,"WA",0,0,0
"755",757,"Washington",2009,15,144,2,3,1,0,2,3,0,22575000,4.59,"WA",0,0,0
"756",761,"Washington",2010,15,142,1,4,1,0,3,3,0,25625000,6.08,"WA",0,0,0
"757",759,"Washington",2011,19,571,1,5,1,0,4,2,0,28125000,6.22,"WA",0,0,0
"758",758,"Washington",2012,20,1221,1,5,1,0,4,3,0,24725000,6.69,"WA",0,0,0
"759",765,"Washington",2013,24,1476,0,5,1,0,4,2,0,22575000,5.29,"WA",0,0,0
"760",754,"Washington",2014,21,1632,0,5,1,0,4,2,0,23650000,4.9,"WA",0,0,0
"761",764,"Washington",2015,21,1756,0,4,1,0,3,2,0,16125000,4.3,"WA",0,0,0
"762",768,"Washington",2016,21,2013,1,1,0,0,1,2,0,19975000,4.71,"WA",0,0,0
"763",756,"Washington",2017,19,2320,0,1,0,0,1,1,0,1.8e+07,4.05,"WA",0,0,0
"764",755,"Washington",2018,20,2741,0,1,0,0,1,1,0,18700000,4.11,"WA",0,0,0
"765",767,"Washington",2019,20,3371,0,0,0,0,0,0,0,18891666.6666667,4.66898969072165,"WA",1,1,1
"766",762,"Washington",2020,16,3932,0,0,0,0,0,0,0,18530555.5555556,4.66898969072165,"WA",1,1,1
"767",760,"Washington",2021,14,4471,0,0,0,0,0,0,0,18707407.4074074,4.66898969072165,"WA",1,1,1
"768",763,"Washington",2022,12,4654,0,0,0,0,0,0,0,18709876.5432099,4.66898969072165,"WA",1,1,1
"769",771,"West Virginia",2007,3,12,0,0,0,0,0,0,0,3541333.33333333,4.66898969072165,"WV",1,1,1
"770",770,"West Virginia",2008,3,10,0,0,0,0,0,0,0,3228444.44444444,4.66898969072165,"WV",1,1,1
"771",781,"West Virginia",2009,3,13,0,0,0,0,0,0,0,3126592.59259259,4.66898969072165,"WV",1,1,1
"772",774,"West Virginia",2010,3,14,1,0,0,0,0,1,0,2610000,5.75,"WV",0,0,0
"773",775,"West Virginia",2011,140,267,0,0,0,0,0,1,0,3534000,6.5,"WV",0,0,0
"774",780,"West Virginia",2012,126,398,0,0,0,0,0,1,0,4480000,7.2,"WV",0,0,0
"775",772,"West Virginia",2013,115,430,0,0,0,0,0,0,0,3541333.33333333,4.66898969072165,"WV",1,1,1
